ID,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qc18,qc19,qc20,qc21,qc22,qc23,qc24,qc25,qc26,qc27,qc28,qc29,qc30,qc31,qc32,qc33,qc34,qc35,qc36,qc37,qc38,qc39,qc40,qc41,qc42,qc43,qc44,qc45,qc46,qc47,qc48,qc49,qc50,qcTIME,cclassOverF,cclassOverU,cclassAllF,cclassAllU,cclassPIF,cclassPIU,cclassRWF,cclassRWU,cclassGenF,cclassGenU,cclassConF,cclassConU,cclassSophF,cclassSophU,cclassSEF,cclassSEU,cclassCCF,cclassCCU,cclassCLF,cclassCLU,cclassPerF,cclassPerU
150005354,4,2,4,2,3,1,3,3,4,1,2,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 15:18,4.444444444,15.55555556,2.777777778,16.66666667,0,33.33333333,0,0,0,0,0,0,14.28571429,0,0,11.11111111,14.28571429,0,14.28571429,28.57142857,0,33.33333333
150007010,4,4,4,3,5,0,2,3,4,4,4,3,3,4,2,3,4,4,4,3,2,4,2,3,3,2,4,4,4,4,4,3,4,4,2,3,2,2,4,4,2,4,3,4,2,4,3,2,4,2,12/8/13 15:40,65.90909091,9.090909091,71.42857143,2.857142857,33.33333333,0,50,0,90,0,75,0,50,0,88.88888889,0,83.33333333,0,16.66666667,16.66666667,100,0
151001138,5,3,3,2,5,5,4,4,4,3,2,3,3,5,1,2,1,3,2,3,4,3,3,3,4,3,3,2,1,3,4,4,3,3,3,3,4,4,3,3,4,2,2,3,3,3,4,3,3,5,12/8/13 15:58,2.222222222,48.88888889,2.777777778,52.77777778,0,50,0,50,10,50,0,50,0,71.42857143,0,33.33333333,14.28571429,71.42857143,0,71.42857143,0,50
151002986,5,3,4,3,4,5,5,4,4,4,3,4,4,5,3,2,3,3,4,4,3,3,4,4,4,4,4,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 16:11,13.33333333,28.88888889,13.88888889,25,16.66666667,33.33333333,0,0,20,10,25,0,0,57.14285714,22.22222222,11.11111111,0,42.85714286,0,85.71428571,16.66666667,0
151008209,5,1,1,1,5,3,2,3,4,3,1,3,4,5,3,5,1,3,3,4,4,5,1,2,3,2,4,1,1,3,4,3,3,2,4,4,3,3,1,2,3,1,1,3,3,2,4,3,5,5,12/8/13 16:28,22.22222222,44.44444444,22.22222222,41.66666667,50,50,25,50,10,50,0,50,14.28571429,57.14285714,44.44444444,33.33333333,28.57142857,14.28571429,28.57142857,28.57142857,0,66.66666667
151003781,1,2,5,2,4,2,2,2,3,4,3,3,4,3,5,3,3,4,3,2,2,2,1,3,2,1,4,3,1,4,4,3,4,2,1,4,2,3,4,3,3,3,4,4,5,4,2,2,4,2,12/8/13 16:30,55.55555556,13.33333333,55.55555556,13.88888889,33.33333333,33.33333333,50,25,60,10,50,0,57.14285714,0,77.77777778,0,57.14285714,14.28571429,71.42857143,0,33.33333333,33.33333333
153002547,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 16:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152001042,4,3,4,4,4,3,3,4,4,3,2,3,3,4,3,3,2,3,3,3,5,4,4,3,3,2,4,4,1,4,4,4,4,4,3,4,3,4,4,4,3,2,4,3,4,4,2,2,3,2,12/8/13 16:45,37.77777778,24.44444444,38.88888889,19.44444444,66.66666667,0,75,0,50,10,50,0,57.14285714,0,44.44444444,33.33333333,14.28571429,14.28571429,14.28571429,14.28571429,16.66666667,50
150002427,3,4,3,0,0,0,3,1,3,4,3,3,4,4,2,4,4,3,4,4,3,4,2,3,3,3,4,4,3,4,4,2,5,3,2,3,4,3,3,3,3,3,2,4,2,4,3,2,3,2,12/8/13 17:26,41.86046512,11.62790698,41.17647059,5.882352941,60,0,0,25,50,0,25,0,33.33333333,0,44.44444444,0,33.33333333,16.66666667,0,0,66.66666667,0
152001315,4,4,4,3,5,4,3,4,4,3,3,4,3,2,2,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,2,4,4,2,4,4,4,4,3,3,2,3,2,4,4,2,12/8/13 17:33,44.44444444,28.88888889,47.22222222,25,50,0,50,25,90,0,100,0,57.14285714,42.85714286,44.44444444,22.22222222,42.85714286,42.85714286,14.28571429,71.42857143,50,0
151001047,4,4,3,2,4,4,4,4,4,3,4,3,4,5,1,3,4,3,4,3,4,4,3,2,3,1,3,3,3,4,4,4,5,3,3,4,3,3,2,4,4,4,4,4,4,4,4,4,3,4,12/8/13 18:00,40,26.66666667,44.44444444,25,33.33333333,16.66666667,50,25,40,30,50,25,28.57142857,42.85714286,44.44444444,22.22222222,28.57142857,42.85714286,14.28571429,57.14285714,83.33333333,0
153004803,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,12/8/13 18:16,6.666666667,8.888888889,2.777777778,11.11111111,0,0,0,25,0,10,0,0,0,14.28571429,11.11111111,11.11111111,0,0,0,28.57142857,0,0
145001289,5,5,5,5,5,5,1,1,5,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,3,1,5,4,5,5,5,1,5,5,1,5,3,1,1,1,5,1,5,1,1,5,1,12/8/13 18:47,64.44444444,31.11111111,66.66666667,27.77777778,50,33.33333333,75,25,80,0,75,0,42.85714286,28.57142857,77.77777778,22.22222222,71.42857143,28.57142857,57.14285714,42.85714286,66.66666667,33.33333333
152009139,4,3,4,3,4,4,2,4,3,4,4,4,4,5,2,5,3,3,5,2,2,4,2,4,2,2,5,2,4,5,4,1,4,4,1,4,2,2,2,3,2,4,3,4,3,4,4,1,2,3,12/8/13 19:11,62.22222222,17.77777778,61.11111111,19.44444444,66.66666667,16.66666667,75,0,40,30,25,25,14.28571429,57.14285714,88.88888889,11.11111111,57.14285714,28.57142857,28.57142857,71.42857143,66.66666667,0
152004033,4,4,4,4,4,3,2,3,4,4,3,3,4,4,2,3,3,4,4,4,3,5,3,3,4,2,3,3,3,5,4,3,4,4,1,4,3,2,3,2,3,4,3,3,2,4,2,3,3,2,12/8/13 19:22,44.44444444,15.55555556,47.22222222,8.333333333,66.66666667,0,50,0,60,10,75,25,28.57142857,28.57142857,55.55555556,0,57.14285714,0,28.57142857,28.57142857,33.33333333,0
152009754,4,4,5,5,5,3,2,2,4,3,4,1,4,4,2,3,4,4,2,4,2,4,2,1,4,2,4,4,2,5,4,4,4,5,3,5,2,1,2,4,2,4,4,2,5,4,2,1,4,1,12/8/13 20:04,73.33333333,20,80.55555556,13.88888889,83.33333333,0,100,0,90,10,75,25,71.42857143,14.28571429,100,0,85.71428571,0,57.14285714,28.57142857,66.66666667,33.33333333
150008451,5,1,3,3,5,5,3,3,4,5,3,5,3,0,4,1,1,3,2,1,2,3,4,2,3,4,4,3,4,2,4,4,4,4,3,4,4,3,4,2,3,2,4,3,3,2,4,2,4,2,12/8/13 20:16,27.27272727,40.90909091,30.55555556,41.66666667,33.33333333,16.66666667,75,0,30,50,0,75,28.57142857,42.85714286,44.44444444,33.33333333,28.57142857,42.85714286,14.28571429,57.14285714,33.33333333,33.33333333
146005349,4,3,5,2,1,2,2,2,4,3,2,2,2,2,2,2,3,4,5,4,3,3,2,2,2,2,2,2,2,4,4,2,3,3,3,3,3,2,4,4,2,3,2,3,3,3,2,2,3,3,12/8/13 20:45,42.22222222,24.44444444,41.66666667,25,0,66.66666667,25,25,60,10,100,0,71.42857143,14.28571429,33.33333333,22.22222222,71.42857143,0,85.71428571,14.28571429,0,33.33333333
150003865,2,5,5,5,5,1,1,3,3,5,5,2,5,3,3,5,5,5,5,2,2,3,2,2,3,2,4,5,5,5,4,4,5,3,3,5,5,2,3,5,2,5,0,5,5,5,1,1,4,1,12/8/13 20:50,79.54545455,4.545454545,88.57142857,2.857142857,83.33333333,0,66.66666667,0,90,0,100,0,85.71428571,0,100,0,71.42857143,14.28571429,85.71428571,0,100,0
152005844,4,4,4,4,4,4,3,2,3,4,4,3,4,3,2,5,4,3,2,4,2,3,2,3,2,2,5,2,4,5,4,1,5,5,1,5,5,2,4,3,2,2,0,4,5,5,4,2,4,3,12/8/13 20:56,61.36363636,18.18181818,62.85714286,20,83.33333333,16.66666667,100,0,40,30,0,50,14.28571429,42.85714286,88.88888889,11.11111111,28.57142857,28.57142857,14.28571429,42.85714286,100,0
150009727,3,5,3,5,4,2,1,4,2,4,5,3,5,5,2,4,4,3,5,2,2,4,2,3,4,4,4,4,4,4,4,3,4,4,2,4,1,1,3,4,1,4,4,5,2,4,2,1,4,1,12/8/13 21:04,77.77777778,8.888888889,83.33333333,5.555555556,100,0,100,0,90,0,75,0,71.42857143,14.28571429,88.88888889,11.11111111,85.71428571,0,42.85714286,14.28571429,100,0
150001361,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 21:09,11.36363636,11.36363636,11.42857143,11.42857143,0,33.33333333,0,0,0,0,0,0,14.28571429,0,0,12.5,28.57142857,0,57.14285714,0,0,33.33333333
151005505,4,3,3,3,5,2,2,3,2,4,2,3,4,4,3,3,4,3,5,2,4,5,3,3,3,2,4,4,3,3,4,1,4,3,3,4,2,2,2,5,2,3,1,4,3,3,1,2,3,1,12/8/13 21:22,48.88888889,11.11111111,50,11.11111111,50,0,50,25,50,10,75,0,71.42857143,0,55.55555556,11.11111111,71.42857143,0,42.85714286,14.28571429,50,16.66666667
152008872,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/8/13 21:53,2.222222222,0,2.777777778,0,16.66666667,0,0,0,10,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0
152009603,5,3,4,4,3,5,4,3,5,3,3,5,4,4,3,4,1,4,3,4,3,4,2,5,4,2,4,3,3,4,4,3,5,4,2,4,3,2,2,1,1,3,4,4,3,4,4,2,3,4,12/8/13 22:05,44.44444444,28.88888889,44.44444444,27.77777778,83.33333333,0,100,0,20,30,25,50,0,85.71428571,66.66666667,0,14.28571429,57.14285714,0,100,33.33333333,16.66666667
153002825,4,2,3,3,4,2,2,2,4,5,2,3,3,4,3,2,3,4,4,5,3,3,2,4,2,2,4,3,2,4,4,4,5,4,2,3,4,2,3,4,2,4,3,1,3,4,2,2,3,1,12/8/13 22:12,44.44444444,26.66666667,50,22.22222222,16.66666667,16.66666667,50,0,60,0,100,0,71.42857143,14.28571429,66.66666667,0,57.14285714,28.57142857,57.14285714,28.57142857,16.66666667,66.66666667
150007592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/8/13 22:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150007592,3,2,4,2,2,4,4,1,4,4,4,2,4,3,1,2,2,4,4,2,2,2,4,2,3,2,4,3,3,4,4,3,5,2,2,3,2,2,5,3,4,2,2,4,4,4,3,2,4,2,12/8/13 22:40,51.11111111,28.88888889,52.77777778,27.77777778,16.66666667,50,0,75,70,0,50,0,28.57142857,14.28571429,88.88888889,11.11111111,71.42857143,28.57142857,28.57142857,28.57142857,50,33.33333333
152004227,5,5,3,4,4,4,5,5,3,5,5,2,5,4,3,5,4,5,3,4,4,5,1,2,4,2,5,5,5,5,4,5,5,5,1,5,5,1,3,4,3,5,0,5,4,5,2,1,5,2,12/8/13 23:09,68.18181818,20.45454545,74.28571429,17.14285714,100,0,66.66666667,0,70,10,75,0,71.42857143,28.57142857,88.88888889,11.11111111,42.85714286,42.85714286,42.85714286,57.14285714,100,0
137007085,5,1,3,4,5,2,2,1,3,5,4,5,5,5,1,5,4,5,5,4,2,4,1,1,1,1,3,5,4,5,4,2,5,5,1,5,1,3,4,4,2,5,3,2,1,4,2,1,4,1,12/8/13 23:12,73.33333333,15.55555556,80.55555556,11.11111111,100,0,75,0,100,0,100,0,100,0,77.77777778,0,85.71428571,0,71.42857143,28.57142857,66.66666667,33.33333333
152003161,5,5,4,2,5,3,4,3,5,5,4,5,5,5,5,2,3,5,3,3,4,4,2,3,3,2,4,4,0,3,3,3,4,3,2,2,2,2,4,2,3,4,4,4,5,3,3,1,4,3,12/8/13 23:12,45.45454545,25,42.85714286,25.71428571,33.33333333,50,25,25,30,30,25,25,14.28571429,14.28571429,77.77777778,11.11111111,28.57142857,28.57142857,0,42.85714286,80,0
151001444,4,3,5,1,3,5,4,2,3,2,2,5,5,5,4,1,4,2,3,4,2,2,2,5,4,1,5,1,1,3,4,4,4,1,1,4,2,2,4,3,2,4,1,3,1,2,1,2,5,5,12/8/13 23:20,37.77777778,48.88888889,38.88888889,47.22222222,33.33333333,66.66666667,50,50,30,40,25,25,14.28571429,71.42857143,88.88888889,11.11111111,28.57142857,71.42857143,14.28571429,85.71428571,33.33333333,33.33333333
150008678,4,4,3,3,4,2,2,3,4,4,4,2,3,5,1,4,4,4,5,4,2,4,2,5,3,3,3,4,4,4,4,4,5,5,2,4,2,1,4,4,4,3,4,4,4,3,4,2,4,1,12/8/13 23:22,64.44444444,17.77777778,69.44444444,11.11111111,66.66666667,0,75,25,90,10,75,25,57.14285714,28.57142857,44.44444444,0,85.71428571,14.28571429,42.85714286,42.85714286,100,0
146009500,3,4,4,4,2,2,3,2,3,4,4,2,3,1,2,2,3,2,5,3,2,5,3,4,4,2,4,3,3,5,4,1,4,4,2,4,1,4,5,4,1,2,4,4,5,3,3,1,4,2,12/8/13 23:25,62.22222222,13.33333333,61.11111111,16.66666667,50,16.66666667,100,0,70,10,50,25,42.85714286,28.57142857,55.55555556,22.22222222,57.14285714,28.57142857,28.57142857,28.57142857,66.66666667,0
152004781,4,5,4,3,5,4,3,3,4,4,4,4,3,3,4,4,4,3,5,5,5,3,4,3,3,2,5,2,3,3,4,3,2,3,3,4,0,3,3,4,4,3,3,2,2,3,3,3,3,3,12/8/13 23:35,22.72727273,29.54545455,25.71428571,25.71428571,33.33333333,16.66666667,25,25,20,30,50,0,14.28571429,28.57142857,22.22222222,11.11111111,0,33.33333333,0,42.85714286,50,33.33333333
150005059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/9/13 0:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150005059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/9/13 0:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152000332,5,4,4,4,3,2,3,3,2,5,4,1,5,2,2,5,4,2,4,3,2,4,2,3,4,3,5,3,4,4,4,3,4,3,1,5,1,2,4,4,2,4,4,3,4,4,3,2,4,1,12/9/13 0:31,73.33333333,6.666666667,72.22222222,8.333333333,66.66666667,0,75,0,70,10,50,25,42.85714286,14.28571429,88.88888889,0,71.42857143,0,28.57142857,28.57142857,83.33333333,0
150005059,4,3,4,3,3,3,3,4,2,3,3,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,3,3,4,3,4,3,3,3,3,3,3,3,3,4,2,3,3,3,12/9/13 0:43,17.77777778,13.33333333,11.11111111,13.88888889,16.66666667,33.33333333,0,0,20,20,25,0,14.28571429,14.28571429,22.22222222,0,0,28.57142857,14.28571429,14.28571429,0,0
151003780,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,3,3,3,4,5,5,4,3,5,4,4,4,4,4,3,3,3,3,3,4,3,4,4,12/9/13 0:55,24.44444444,35.55555556,27.77777778,33.33333333,50,0,50,25,30,40,50,25,14.28571429,57.14285714,33.33333333,33.33333333,0,71.42857143,0,71.42857143,50,0
152009325,1,3,4,3,4,2,2,2,4,5,3,2,3,2,2,1,4,2,4,1,4,3,4,2,4,2,3,2,2,4,4,1,5,3,2,4,2,3,4,4,2,2,3,3,4,3,4,3,4,2,12/9/13 9:04,51.11111111,22.22222222,47.22222222,22.22222222,16.66666667,33.33333333,50,0,60,40,50,50,57.14285714,42.85714286,22.22222222,22.22222222,85.71428571,0,71.42857143,28.57142857,33.33333333,16.66666667
152004280,4,4,4,2,4,4,2,3,4,4,2,2,4,4,2,4,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,3,12/9/13 11:45,37.77777778,31.11111111,38.88888889,25,50,16.66666667,50,25,30,10,25,25,0,28.57142857,33.33333333,22.22222222,28.57142857,42.85714286,28.57142857,42.85714286,66.66666667,16.66666667
153005057,4,4,4,5,5,4,2,3,3,4,4,3,4,5,2,4,3,4,4,3,2,4,2,2,2,3,4,4,4,4,4,2,4,4,2,4,2,1,2,4,2,3,4,4,3,4,2,2,4,3,12/9/13 12:23,75.55555556,6.666666667,80.55555556,5.555555556,100,0,100,0,90,0,100,0,71.42857143,14.28571429,77.77777778,0,71.42857143,14.28571429,57.14285714,28.57142857,83.33333333,0
152004701,5,3,4,2,3,4,3,2,4,4,2,4,3,5,2,3,3,3,3,4,3,4,2,3,3,2,3,2,2,3,4,2,5,3,2,3,3,3,2,3,4,2,1,2,2,3,3,2,3,2,12/9/13 12:24,22.22222222,33.33333333,13.88888889,30.55555556,0,33.33333333,0,50,20,10,0,0,14.28571429,28.57142857,22.22222222,11.11111111,28.57142857,14.28571429,0,42.85714286,16.66666667,50
152002462,5,4,2,2,2,4,4,2,4,2,2,5,4,5,4,4,2,2,3,3,3,1,2,5,4,4,2,2,2,4,4,1,4,2,3,2,3,3,2,2,5,2,2,4,4,4,3,2,2,4,12/9/13 13:14,24.44444444,60,22.22222222,63.88888889,33.33333333,66.66666667,0,100,10,60,0,50,0,85.71428571,33.33333333,44.44444444,0,71.42857143,0,85.71428571,50,50
150007183,4,2,4,1,3,2,3,1,4,4,1,4,3,2,1,1,2,4,5,4,4,1,2,2,3,2,4,1,1,4,4,3,4,2,1,2,4,2,2,3,4,2,4,3,5,2,2,1,4,4,12/9/13 13:33,42.22222222,44.44444444,38.88888889,47.22222222,0,83.33333333,25,75,60,30,75,0,42.85714286,28.57142857,55.55555556,33.33333333,57.14285714,28.57142857,42.85714286,28.57142857,16.66666667,66.66666667
151001561,5,3,4,2,4,4,4,4,5,3,2,3,3,4,3,2,3,4,3,3,4,3,4,3,4,3,4,2,2,4,4,3,3,2,3,2,4,3,4,2,4,3,3,2,3,4,4,4,3,4,12/9/13 14:16,11.11111111,48.88888889,11.11111111,52.77777778,0,83.33333333,0,75,20,50,25,50,0,85.71428571,22.22222222,22.22222222,0,57.14285714,0,71.42857143,0,50
154002181,4,4,4,4,3,1,1,4,4,4,4,2,4,4,2,3,3,4,4,2,2,4,2,2,2,2,4,3,4,4,4,2,5,5,2,4,2,2,4,4,2,3,4,3,4,4,2,2,4,2,12/9/13 14:31,82.22222222,6.666666667,83.33333333,2.777777778,66.66666667,0,100,0,90,0,100,0,85.71428571,0,88.88888889,0,100,0,85.71428571,14.28571429,66.66666667,0
,3,3,2,2,4,2,3,2,2,3,2,2,3,2,2,3,3,3,4,3,2,3,2,3,2,2,3,2,3,4,4,3,4,3,2,3,3,2,2,3,3,3,1,4,4,4,2,2,4,3,12/9/13 15:12,44.44444444,11.11111111,41.66666667,11.11111111,0,33.33333333,0,25,60,10,50,0,42.85714286,14.28571429,66.66666667,0,42.85714286,0,57.14285714,0,33.33333333,16.66666667
150006866,4,3,4,4,3,4,4,4,5,5,5,3,4,4,4,2,4,3,4,4,2,4,3,2,3,3,4,2,3,4,4,2,4,4,5,2,4,2,4,4,4,4,3,3,3,3,4,2,1,4,12/9/13 15:17,40,35.55555556,41.66666667,33.33333333,50,50,25,50,40,50,50,25,28.57142857,57.14285714,66.66666667,11.11111111,28.57142857,71.42857143,14.28571429,57.14285714,50,0
153000176,4,4,5,1,5,2,2,3,4,4,2,2,3,3,1,2,4,4,4,4,2,5,4,1,4,2,4,4,3,5,4,3,5,4,3,4,5,4,3,4,1,4,2,3,4,5,2,4,4,2,12/9/13 16:07,60,26.66666667,66.66666667,25,50,33.33333333,75,25,100,0,100,0,85.71428571,14.28571429,66.66666667,22.22222222,71.42857143,28.57142857,71.42857143,28.57142857,50,16.66666667
151008320,4,4,5,2,5,5,4,2,5,4,3,2,3,4,1,4,4,4,2,2,3,5,2,2,3,3,4,4,3,5,4,3,5,4,2,4,3,2,3,2,1,2,3,4,4,4,2,2,4,3,12/9/13 16:13,57.77777778,20,55.55555556,19.44444444,66.66666667,16.66666667,75,0,60,20,50,50,42.85714286,28.57142857,55.55555556,11.11111111,42.85714286,28.57142857,42.85714286,42.85714286,66.66666667,0
150001615,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/9/13 16:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151004594,4,2,2,3,4,3,4,1,4,4,2,1,4,4,1,3,4,4,5,1,3,4,1,1,4,1,4,2,2,4,4,3,5,4,1,3,2,2,3,4,3,1,1,5,2,3,1,2,4,1,12/9/13 16:39,53.33333333,28.88888889,55.55555556,25,33.33333333,16.66666667,25,25,80,10,100,0,57.14285714,28.57142857,66.66666667,11.11111111,71.42857143,14.28571429,42.85714286,42.85714286,50,50
150005127,3,3,4,3,4,4,3,2,3,5,4,4,5,5,2,4,4,5,5,3,2,5,5,2,3,5,5,4,4,4,4,5,4,4,2,4,2,1,4,3,2,4,4,5,4,4,2,2,5,1,12/9/13 16:46,68.88888889,13.33333333,75,8.333333333,83.33333333,0,100,0,90,0,75,0,57.14285714,14.28571429,88.88888889,11.11111111,71.42857143,14.28571429,28.57142857,28.57142857,83.33333333,0
150002592,4,4,4,5,5,4,2,4,4,4,4,4,5,4,4,5,4,5,2,2,3,2,1,4,4,2,4,4,5,4,4,4,5,5,2,4,2,2,4,4,2,4,4,5,4,4,3,2,4,3,12/9/13 17:02,68.88888889,24.44444444,72.22222222,19.44444444,100,0,100,0,50,20,50,25,28.57142857,42.85714286,88.88888889,0,42.85714286,42.85714286,14.28571429,71.42857143,100,0
150003657,3,4,1,2,4,3,2,2,3,4,1,4,4,2,2,3,2,4,2,1,3,4,3,4,4,1,3,3,2,5,4,1,4,4,1,2,4,2,1,4,1,1,1,3,5,4,3,2,3,3,12/9/13 17:05,44.44444444,28.88888889,38.88888889,33.33333333,33.33333333,33.33333333,50,50,40,10,50,25,14.28571429,28.57142857,55.55555556,11.11111111,42.85714286,28.57142857,14.28571429,42.85714286,33.33333333,50
153000492,2,4,5,4,5,2,1,2,4,5,4,2,4,2,2,3,3,3,5,1,3,5,2,3,3,1,4,4,2,5,4,2,5,2,1,3,2,1,4,3,2,2,1,5,4,4,2,1,3,2,12/9/13 17:18,68.88888889,11.11111111,63.88888889,11.11111111,50,16.66666667,25,50,60,0,50,0,57.14285714,0,66.66666667,11.11111111,85.71428571,0,71.42857143,0,66.66666667,16.66666667
153001890,5,2,4,2,4,4,2,3,2,2,2,2,4,4,2,2,1,3,4,4,2,1,2,4,4,2,4,1,1,4,4,2,4,4,3,4,2,4,4,2,2,4,4,5,2,1,2,4,4,4,12/9/13 17:23,51.11111111,44.44444444,52.77777778,44.44444444,50,50,100,0,60,30,50,25,14.28571429,85.71428571,66.66666667,33.33333333,42.85714286,57.14285714,42.85714286,57.14285714,33.33333333,66.66666667
144007661,1,1,1,0,1,0,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4,0,1,1,1,1,1,5,1,1,5,1,1,1,1,1,5,5,1,1,12/9/13 17:53,NA,NA,NA,NA,0,100,0,100,20,80,0,100,40,60,22.22222222,77.77777778,60,40,60,40,0,100
150007519,5,3,3,2,4,3,2,2,4,4,2,4,4,5,2,1,2,4,5,3,4,5,2,4,4,2,3,3,2,3,4,4,4,2,2,3,4,3,5,3,4,2,3,3,5,4,3,3,4,3,12/9/13 18:19,28.88888889,37.77777778,25,38.88888889,16.66666667,50,0,50,40,10,50,0,0,28.57142857,44.44444444,22.22222222,28.57142857,28.57142857,14.28571429,57.14285714,16.66666667,50
151003906,4,5,4,3,4,2,4,3,4,3,2,3,4,5,4,1,3,1,1,5,5,4,1,5,5,1,1,1,1,5,4,1,4,1,5,1,5,5,1,1,3,1,1,3,3,3,3,3,3,3,12/9/13 18:21,22.22222222,53.33333333,16.66666667,55.55555556,16.66666667,66.66666667,0,75,10,60,0,75,14.28571429,57.14285714,22.22222222,44.44444444,14.28571429,71.42857143,14.28571429,57.14285714,33.33333333,33.33333333
153000875,4,4,4,2,4,3,2,1,4,5,4,3,4,4,1,3,4,4,4,2,2,3,3,2,3,2,5,1,4,4,4,1,5,3,1,3,2,1,4,3,2,2,3,4,2,4,3,1,3,3,12/9/13 18:31,55.55555556,15.55555556,58.33333333,11.11111111,16.66666667,33.33333333,25,0,50,10,50,0,14.28571429,14.28571429,77.77777778,11.11111111,71.42857143,0,28.57142857,14.28571429,100,0
152001881,4,4,2,5,5,2,2,4,4,5,4,4,5,5,2,5,5,5,5,3,1,5,2,4,4,1,5,5,5,5,4,5,5,5,2,4,2,2,3,4,2,2,2,3,3,5,3,2,4,1,12/9/13 19:08,68.88888889,22.22222222,77.77777778,16.66666667,100,0,75,25,90,0,75,0,57.14285714,28.57142857,88.88888889,11.11111111,85.71428571,14.28571429,28.57142857,57.14285714,83.33333333,0
153004570,2,4,1,1,2,1,1,1,5,5,5,2,5,1,5,1,5,5,5,5,1,1,5,5,5,3,5,1,2,4,4,3,5,4,4,2,2,4,5,4,2,1,2,4,4,3,2,1,5,1,12/9/13 19:08,55.55555556,37.77777778,63.88888889,30.55555556,33.33333333,66.66666667,50,50,80,20,100,0,57.14285714,42.85714286,55.55555556,22.22222222,57.14285714,42.85714286,71.42857143,28.57142857,83.33333333,16.66666667
152006847,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12/9/13 19:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150003813,5,4,4,1,2,3,3,3,5,4,4,3,3,4,3,1,3,3,2,4,4,3,4,3,3,3,4,2,4,4,4,4,4,2,4,1,3,3,3,2,5,2,2,4,2,2,4,2,4,4,12/9/13 19:36,22.22222222,48.88888889,25,41.66666667,0,83.33333333,0,100,20,60,0,75,0,57.14285714,33.33333333,33.33333333,0,14.28571429,0,28.57142857,83.33333333,0
